Timestamp,Plant_Type,Pot_Size,Soil_Moisture,Temperature,Humidity,Light_Level,Water_Needed
2023-01-01 20:19:44.994791,Tropical,Medium,82.63,22.08,60.11,5692.3,0
2023-01-01 20:35:26.907322,Flowering,Medium,42.31,23.95,59.29,10591.72,1
2023-01-01 20:48:58.015290,Tropical,Small,42.32,23.07,64.75,5448.39,1
2023-01-01 21:03:59.339482,Fern,Large,74.79,22.35,63.99,3724.59,0
2023-01-01 21:19:45.216016,Fern,Medium,67.68,19.41,68.58,2497.56,0
2023-01-01 21:34:49.044066,Herb,Medium,70.35,20.75,62.68,8415.14,0
2023-01-01 21:52:06.273935,Succulent,Medium,10.04,21.93,39.39,11871.92,1
2023-01-01 22:05:13.738985,Succulent,Medium,55.41,24.02,31.81,11874.37,0
2023-01-01 22:17:49.796654,Tropical,Small,64.54,23.99,64.49,5517.43,1
2023-01-01 22:33:26.062342,Herb,Small,37.35,22.9,47.36,8813.03,1
2023-01-01 22:52:52.244242,Flowering,Large,71.47,22.48,64.77,8010.07,0
2023-01-01 23:11:54.650017,Herb,Medium,32.49,19.76,56.66,2649.64,1
2023-01-01 23:22:04.771185,Fern,Small,57.59,20.44,70.24,2164.38,0
2023-01-01 23:34:01.177502,Flowering,Medium,85.09,24.07,71.71,7810.7,0
2023-01-01 23:52:34.582323,Tropical,Large,45.41,24.62,57.7,3868.11,1
2023-01-02 00:10:12.722770,Herb,Medium,55.27,20.07,58.95,6316.44,0
2023-01-02 00:20:56.225235,Succulent,Medium,50.61,25.05,41.6,14242.88,0
2023-01-02 00:34:00.971330,Herb,Small,43.98,18.3,65.65,9217.49,1
2023-01-02 00:49:27.296816,Herb,Medium,33.65,22.4,55.91,10445.52,1
2023-01-02 01:08:21.577932,Herb,Large,48.92,20.35,58.34,12879.24,0
2023-01-02 01:24:53.506536,Herb,Medium,33.56,17.98,59.02,2200.06,1
2023-01-02 01:44:48.312443,Succulent,Medium,58.75,22.5,50.92,17150.96,0
2023-01-02 02:02:50.296309,Flowering,Large,81.87,25.11,66.48,5508.99,0
2023-01-02 02:18:07.004072,Herb,Small,48.19,18.36,59.15,9304.45,1
2023-01-02 02:32:50.086539,Flowering,Small,52.73,22.45,61.76,7800.25,0
2023-01-02 02:49:48.222566,Fern,Small,61.26,21.63,62.05,3133.23,1
2023-01-02 03:00:23.530804,Flowering,Large,68.88,18.43,68.56,7428.9,0
2023-01-02 03:18:59.554974,Fern,Small,74.84,18.27,77.33,2411.32,0
2023-01-02 03:38:05.855219,Tropical,Large,62.5,23.73,72.31,1144.75,0
2023-01-02 03:51:09.774130,Fern,Medium,43.5,24.38,73.45,3289.18,1
2023-01-02 04:03:17.318343,Herb,Small,53.73,21.11,54.69,11101.89,0
2023-01-02 04:21:11.448620,Succulent,Medium,30.02,24.17,37.54,7151.56,0
2023-01-02 04:36:09.665259,Herb,Large,73.45,20.41,47.51,12676.65,0
2023-01-02 04:53:42.062410,Flowering,Medium,64.23,25.86,67.04,4689.21,0
2023-01-02 05:05:15.757466,Tropical,Large,57.56,25.54,70.18,2228.08,0
2023-01-02 05:24:03.895274,Succulent,Medium,65.15,26.59,41.72,12631.2,0
2023-01-02 05:36:30.470948,Tropical,Medium,73.68,22.23,61.85,79.94,0
2023-01-02 05:56:15.782678,Flowering,Medium,67.01,22.26,66.18,9080.85,0
2023-01-02 06:13:44.190025,Herb,Medium,55.39,19.4,60.67,8862.03,0
2023-01-02 06:25:03.503064,Tropical,Large,77.57,22.61,65.01,7510.59,0
2023-01-02 06:38:39.171343,Herb,Medium,56.09,18.18,47.66,15311.09,0
2023-01-02 06:56:15.980079,Flowering,Small,47.59,22.48,65.04,9908.06,1
2023-01-02 07:15:29.181621,Tropical,Small,91.08,22.89,64.45,9364.71,0
2023-01-02 07:31:35.332456,Succulent,Large,13.58,23.08,39.75,10891.76,1
2023-01-02 07:47:27.197768,Herb,Small,74.57,16.35,52.95,12548.9,0
2023-01-02 08:07:01.972509,Succulent,Large,32.86,22.93,41.2,18363.66,0
2023-01-02 08:17:29.152995,Tropical,Large,64.14,24.38,60.82,4973.02,0
2023-01-02 08:33:21.437010,Fern,Small,82.31,20.3,72.12,3684.99,0
2023-01-02 08:45:34.145663,Flowering,Medium,61.15,20.62,60.17,5083.86,0
2023-01-02 08:56:30.078558,Fern,Small,52.8,23.6,67.89,2436.44,1
2023-01-02 09:10:40.655719,Flowering,Large,79.43,25.58,58.66,6423.1,0
2023-01-02 09:25:37.421682,Flowering,Small,36.79,19.64,62.04,6550.97,1
2023-01-02 09:42:59.992452,Succulent,Large,33.97,23.17,39.55,9962.86,0
2023-01-02 09:59:35.626553,Herb,Large,34.62,20.43,54.16,4129.43,1
2023-01-02 10:14:32.721438,Fern,Medium,43.92,19.71,67.16,3654.57,1
2023-01-02 10:30:38.046123,Tropical,Large,89.92,20.77,55.97,2477.26,0
2023-01-02 10:43:15.561631,Tropical,Large,61.07,23.6,64.96,6321.16,0
2023-01-02 10:58:08.871060,Succulent,Medium,63.45,24.14,46.13,17114.82,0
2023-01-02 11:08:55.900704,Tropical,Large,89.33,23.73,66.44,5857.74,0
2023-01-02 11:27:17.924963,Herb,Large,68.51,15.53,59.47,10943.34,0
2023-01-02 11:47:04.933246,Succulent,Large,25.87,24.55,34.38,11687.19,0
2023-01-02 12:02:26.046191,Herb,Small,40.81,20.55,48.47,10218.49,1
2023-01-02 12:16:05.040239,Herb,Medium,36.61,17.55,51.04,8306.44,1
2023-01-02 12:34:01.991037,Flowering,Medium,54.32,19.06,65.31,5621.01,0
2023-01-02 12:44:14.090926,Tropical,Large,62.9,24.31,72.48,5135.11,0
2023-01-02 13:02:04.622820,Succulent,Medium,56.1,26.31,36.78,15742.85,0
2023-01-02 13:19:50.180278,Succulent,Medium,17.07,23.08,41.01,13629.2,1
2023-01-02 13:33:50.452081,Herb,Medium,69.47,18.52,53.48,8116.93,0
2023-01-02 13:49:01.087338,Fern,Small,84.28,22.34,75.31,5668.25,0
2023-01-02 14:04:30.269213,Succulent,Medium,60.9,22.17,34.63,15729.92,0
2023-01-02 14:17:28.921959,Succulent,Large,11.81,22.31,44.56,15334.63,1
2023-01-02 14:29:52.370184,Succulent,Medium,58.31,24.38,36.24,16845.44,0
2023-01-02 14:48:59.376069,Flowering,Large,59.99,21.34,57.72,5050.45,0
2023-01-02 14:59:53.433461,Flowering,Medium,58.5,23.78,68.24,9368.8,0
2023-01-02 15:17:59.083084,Herb,Large,79.9,18.95,67.05,8106.8,0
2023-01-02 15:34:41.301402,Fern,Small,93.93,19.6,67.44,1356.68,0
2023-01-02 15:52:12.792578,Succulent,Small,65.54,21.94,40.81,12840.62,0
2023-01-02 16:11:10.807740,Herb,Large,42.47,23.51,47.5,8955.15,1
2023-01-02 16:31:09.843238,Flowering,Medium,33.67,25.15,64.85,7772.75,1
2023-01-02 16:42:53.415569,Flowering,Large,58.18,22.07,62.97,9626.77,0
2023-01-02 17:01:51.855506,Succulent,Medium,56.63,25.45,41.95,16441.74,0
2023-01-02 17:12:28.785423,Fern,Medium,89.84,21.9,77.07,2667.92,0
2023-01-02 17:29:50.208853,Tropical,Medium,85.82,26.24,53.98,1893.96,0
2023-01-02 17:49:13.650579,Fern,Medium,45.59,18.95,75.57,2196.06,1
2023-01-02 18:03:31.891079,Succulent,Medium,52.68,24.78,53.31,17914.45,0
2023-01-02 18:19:01.367662,Herb,Large,32.83,21.73,58.35,13056.71,1
2023-01-02 18:35:05.668547,Herb,Small,50.06,19.31,61.06,5817.69,0
2023-01-02 18:50:41.088383,Flowering,Small,68.4,23.45,62.24,9533.75,0
2023-01-02 19:06:03.741966,Tropical,Medium,91.44,23.21,63.13,8980.46,0
2023-01-02 19:23:46.422412,Fern,Medium,86.5,20.25,76.11,796.88,0
2023-01-02 19:35:42.533286,Flowering,Large,77.31,25.22,63.56,6169.16,0
2023-01-02 19:48:53.359783,Flowering,Small,40.17,22.91,65.87,5556.94,1
2023-01-02 20:08:11.521312,Succulent,Medium,15.15,22.8,35.56,10112.07,1
2023-01-02 20:22:30.129937,Fern,Large,85.82,21.5,72.33,3606.23,0
2023-01-02 20:35:03.921840,Succulent,Small,55.84,24.43,42.29,3420.34,0
2023-01-02 20:50:28.659630,Tropical,Small,91.06,22.76,68.48,6478.23,0
2023-01-02 21:08:45.557766,Succulent,Large,20.75,23.04,36.22,17320.05,0
2023-01-02 21:19:24.693928,Tropical,Large,60.29,24.95,64.07,3489.6,0
2023-01-02 21:39:02.898434,Fern,Large,83.58,20.92,75.55,2485.3,0
2023-01-02 21:49:06.080561,Flowering,Medium,55.91,21.02,59.39,1455.35,0
2023-01-02 22:06:23.012715,Tropical,Medium,90.24,25.51,63.7,9466.41,0
2023-01-02 22:23:53.500314,Fern,Small,76.23,17.72,65.66,2507.25,0
2023-01-02 22:40:17.864308,Flowering,Medium,43.99,20.28,66.03,7492.34,1
2023-01-02 22:59:40.483291,Tropical,Large,67.33,16.98,64.27,8784.07,0
2023-01-02 23:09:43.261363,Fern,Large,83.39,18.39,62.81,1682.8,0
2023-01-02 23:22:13.334069,Succulent,Large,50.83,22.11,43.7,9603.69,0
2023-01-02 23:36:19.324128,Succulent,Large,40.95,24.9,38.58,7634.71,0
2023-01-02 23:53:08.040589,Succulent,Small,37.46,26.47,29.1,18936.33,0
2023-01-03 00:07:07.365731,Tropical,Large,43.64,23.07,70.18,3432.41,1
2023-01-03 00:17:41.620116,Fern,Large,63.32,20.13,69.7,2646.43,0
2023-01-03 00:36:03.341512,Succulent,Small,19.15,26.85,36.76,14674.82,1
2023-01-03 00:52:59.554225,Fern,Small,48.28,20.8,66.06,2131.27,1
2023-01-03 01:10:57.518159,Flowering,Small,57.66,19.0,54.19,1444.55,1
2023-01-03 01:26:33.011195,Succulent,Large,26.15,24.58,36.55,13350.03,0
2023-01-03 01:42:29.466460,Fern,Small,97.87,20.7,73.42,6275.74,0
2023-01-03 02:01:38.645112,Fern,Large,52.86,19.72,75.87,2713.94,1
2023-01-03 02:16:30.691625,Herb,Small,50.6,19.24,61.67,10015.42,1
2023-01-03 02:35:30.063449,Herb,Medium,82.07,20.35,49.59,13044.85,0
2023-01-03 02:46:38.353018,Flowering,Small,62.35,19.43,57.65,3467.06,0
2023-01-03 03:01:52.090122,Flowering,Large,77.02,19.4,62.47,7135.44,0
2023-01-03 03:14:37.105062,Herb,Small,55.52,21.41,59.62,7942.24,0
2023-01-03 03:30:42.492464,Tropical,Large,50.84,24.07,72.59,9281.12,0
2023-01-03 03:45:28.218262,Fern,Large,54.59,22.41,72.69,3978.84,0
2023-01-03 03:57:26.613845,Tropical,Medium,74.17,24.1,69.32,3161.81,0
2023-01-03 04:14:21.547807,Fern,Medium,98.65,21.17,69.97,3214.43,0
2023-01-03 04:26:13.191094,Fern,Large,53.72,20.68,69.76,3784.55,1
2023-01-03 04:45:36.519894,Tropical,Small,87.29,26.02,65.96,6406.68,0
2023-01-03 05:00:56.038802,Flowering,Medium,50.37,24.89,62.27,5788.67,0
2023-01-03 05:16:43.511074,Flowering,Large,80.02,19.98,61.59,6885.89,0
2023-01-03 05:27:19.384886,Herb,Small,32.51,17.5,53.68,7345.76,1
2023-01-03 05:38:15.621032,Fern,Medium,47.14,21.23,70.59,266.06,1
2023-01-03 05:53:26.796941,Fern,Small,42.94,23.22,66.03,2196.41,1
2023-01-03 06:05:10.390316,Herb,Medium,39.44,15.84,58.5,4500.18,1
2023-01-03 06:19:32.188954,Fern,Small,88.45,18.77,75.27,2517.79,0
2023-01-03 06:32:13.012208,Flowering,Medium,64.28,21.76,55.33,6897.78,0
2023-01-03 06:49:24.644794,Flowering,Large,38.88,21.87,58.16,15270.68,1
2023-01-03 07:08:57.719319,Succulent,Small,9.46,26.86,40.7,8233.66,1
2023-01-03 07:28:11.221136,Succulent,Large,62.87,23.68,36.45,14499.7,0
2023-01-03 07:46:19.481531,Herb,Medium,47.71,18.82,51.93,9901.67,0
2023-01-03 07:57:08.880265,Flowering,Medium,72.8,23.72,57.39,7610.38,0
2023-01-03 08:14:54.072943,Tropical,Medium,43.16,25.25,61.33,2078.63,1
2023-01-03 08:30:33.937626,Fern,Large,64.67,18.12,71.68,3015.6,0
2023-01-03 08:41:10.154975,Herb,Small,36.65,16.98,47.03,14836.69,1
2023-01-03 08:53:08.315818,Succulent,Medium,59.42,23.03,36.19,7358.28,0
2023-01-03 09:07:43.908566,Succulent,Large,48.05,24.22,46.43,19025.65,0
2023-01-03 09:19:02.510409,Succulent,Small,18.98,24.55,46.78,11270.43,1
2023-01-03 09:33:46.554096,Herb,Large,48.77,19.82,58.19,7373.86,0
2023-01-03 09:45:19.391989,Tropical,Small,63.52,24.41,61.58,1984.43,0
2023-01-03 09:57:06.908280,Tropical,Small,70.35,26.71,60.78,9665.13,0
2023-01-03 10:11:12.180813,Tropical,Small,53.18,26.42,66.35,5434.8,0
2023-01-03 10:27:48.182018,Succulent,Large,29.54,24.29,38.66,11017.47,0
2023-01-03 10:43:06.890073,Flowering,Large,63.1,23.11,59.81,10010.33,0
2023-01-03 10:53:16.281184,Succulent,Medium,8.6,28.95,30.29,13150.01,1
2023-01-03 11:11:34.217359,Fern,Large,47.98,19.37,67.91,1549.29,1
2023-01-03 11:27:03.587043,Flowering,Medium,74.53,21.33,63.5,7391.02,0
2023-01-03 11:45:29.078926,Fern,Large,44.66,22.65,73.07,4183.82,1
2023-01-03 12:02:19.030912,Herb,Medium,75.47,19.13,56.2,8688.4,0
2023-01-03 12:14:26.061342,Tropical,Small,68.24,25.67,62.93,6353.57,0
2023-01-03 12:28:58.427781,Flowering,Medium,68.02,17.48,61.64,11800.83,0
2023-01-03 12:47:23.166846,Flowering,Large,42.3,22.68,49.18,5376.48,1
2023-01-03 12:59:02.599543,Fern,Large,62.91,20.12,61.64,4421.06,0
2023-01-03 13:11:46.646029,Fern,Small,70.49,17.73,72.71,4602.52,1
2023-01-03 13:31:21.020306,Tropical,Small,40.71,24.73,62.55,4309.98,1
2023-01-03 13:43:15.142433,Succulent,Medium,24.18,22.29,38.06,17440.7,0
2023-01-03 13:56:52.347767,Herb,Small,43.49,22.19,55.44,11408.44,0
2023-01-03 14:09:09.812618,Herb,Medium,80.93,20.98,53.64,8453.0,0
2023-01-03 14:19:49.520208,Flowering,Large,73.38,24.14,64.15,10026.25,0
2023-01-03 14:32:08.767804,Flowering,Small,64.83,21.34,53.73,5774.32,0
2023-01-03 14:44:41.292304,Herb,Medium,68.94,20.15,65.58,2833.37,0
2023-01-03 15:01:12.318009,Herb,Small,66.47,16.06,62.12,3088.19,0
2023-01-03 15:17:57.806863,Flowering,Small,57.01,23.64,71.44,9858.22,0
2023-01-03 15:36:49.070485,Herb,Small,78.46,20.42,56.77,11180.83,0
2023-01-03 15:54:25.917579,Flowering,Large,79.4,22.43,61.02,1532.64,0
2023-01-03 16:13:16.272954,Succulent,Medium,12.02,23.87,41.41,15695.7,1
2023-01-03 16:31:39.500298,Succulent,Large,40.4,23.43,38.93,10808.66,0
2023-01-03 16:42:49.454358,Fern,Medium,92.28,17.1,75.19,2400.59,0
2023-01-03 16:53:21.167460,Fern,Medium,45.12,20.59,64.92,1327.93,1
2023-01-03 17:04:05.274726,Fern,Small,64.95,19.4,73.49,3073.11,0
2023-01-03 17:20:40.789639,Succulent,Small,58.66,23.99,39.78,7969.32,0
2023-01-03 17:31:53.836120,Fern,Small,83.62,18.17,71.87,1329.55,0
2023-01-03 17:44:26.456839,Fern,Small,71.77,15.49,57.28,1815.46,0
2023-01-03 17:56:32.301221,Flowering,Small,73.2,24.32,64.03,3958.61,0
2023-01-03 18:09:32.581598,Fern,Medium,44.89,20.55,73.14,2852.85,1
2023-01-03 18:22:15.814007,Tropical,Large,47.03,25.81,66.28,6987.75,1
2023-01-03 18:40:41.910693,Herb,Medium,59.75,17.56,57.28,10249.33,0
2023-01-03 18:53:57.590339,Fern,Large,92.79,22.01,65.17,1365.3,0
2023-01-03 19:04:00.796716,Herb,Large,72.74,17.13,50.01,9557.95,0
2023-01-03 19:14:27.162900,Herb,Small,62.56,20.98,56.97,10086.68,0
2023-01-03 19:25:56.998634,Tropical,Large,84.28,21.58,59.94,2912.05,0
2023-01-03 19:43:18.427885,Flowering,Medium,83.65,22.81,70.65,6512.08,0
2023-01-03 20:02:06.017934,Flowering,Small,66.23,21.27,63.21,5309.29,0
2023-01-03 20:17:34.019543,Flowering,Medium,86.8,21.4,63.18,7380.08,0
2023-01-03 20:34:04.745418,Herb,Medium,57.43,22.26,52.26,9110.3,0
2023-01-03 20:45:07.594892,Flowering,Large,87.97,20.93,58.48,8234.88,0
2023-01-03 20:56:14.168181,Succulent,Large,52.49,24.76,40.68,14042.94,0
2023-01-03 21:14:13.935130,Succulent,Small,41.05,24.91,38.89,14032.71,0
2023-01-03 21:31:49.732578,Tropical,Small,74.51,25.47,73.63,3806.25,0
2023-01-03 21:42:09.660100,Herb,Large,64.76,20.13,56.89,9626.83,0
2023-01-03 21:58:17.820390,Flowering,Medium,85.56,23.17,60.34,4658.94,0
2023-01-03 22:10:22.443639,Fern,Medium,76.99,19.31,69.82,3042.2,0
2023-01-03 22:21:11.828427,Succulent,Small,62.21,21.1,41.55,13573.72,0
2023-01-03 22:33:32.550740,Fern,Small,96.24,21.17,75.2,4003.84,0
2023-01-03 22:53:31.840039,Fern,Large,81.48,16.82,65.92,2377.67,0
2023-01-03 23:05:38.013214,Flowering,Medium,59.66,21.63,55.45,9019.0,0
2023-01-03 23:18:29.442751,Herb,Medium,64.51,19.97,59.13,7964.67,0
2023-01-03 23:30:45.541903,Herb,Medium,48.07,20.17,56.17,6998.43,0
2023-01-03 23:41:48.207859,Flowering,Medium,82.73,20.6,54.24,12360.77,0
2023-01-03 23:55:10.314368,Fern,Large,92.9,19.65,64.84,1943.73,0
2023-01-04 00:12:20.358794,Flowering,Large,40.8,21.41,58.8,7268.44,1
2023-01-04 00:24:04.565547,Fern,Small,52.91,20.34,75.4,3659.28,1
2023-01-04 00:38:22.189285,Succulent,Large,32.38,25.66,35.35,10530.87,0
2023-01-04 00:50:53.591810,Succulent,Large,16.83,22.88,44.16,12283.98,0
2023-01-04 01:04:46.438764,Herb,Large,48.76,24.34,63.57,8703.12,0
2023-01-04 01:20:50.878650,Flowering,Medium,34.61,22.36,57.04,5640.84,1
2023-01-04 01:39:38.689839,Herb,Medium,81.32,21.17,46.79,14248.3,0
2023-01-04 01:56:09.603044,Fern,Small,55.52,21.33,66.91,2877.44,1
2023-01-04 02:12:59.184979,Tropical,Medium,60.97,23.5,61.41,5501.32,0
2023-01-04 02:24:00.449482,Herb,Large,65.95,18.08,51.34,13342.57,0
2023-01-04 02:40:25.560771,Tropical,Large,91.28,23.15,61.0,4250.2,0
2023-01-04 02:55:20.653928,Herb,Medium,40.69,23.35,52.52,4914.73,1
2023-01-04 03:12:36.522775,Tropical,Large,84.23,24.24,66.87,1111.94,0
2023-01-04 03:32:07.796803,Herb,Small,54.91,21.71,53.05,5320.07,0
2023-01-04 03:43:58.693880,Succulent,Large,19.43,23.66,37.84,13291.69,0
2023-01-04 03:56:18.495435,Succulent,Large,11.41,22.03,36.85,16636.75,1
2023-01-04 04:09:44.053472,Succulent,Large,46.42,23.49,34.93,11144.16,0
2023-01-04 04:23:59.720531,Tropical,Small,51.02,26.11,62.73,3160.34,1
2023-01-04 04:40:36.220502,Herb,Small,67.42,13.76,61.06,6258.59,0
2023-01-04 04:53:21.178573,Herb,Large,33.67,19.78,61.02,8518.7,1
2023-01-04 05:07:49.879668,Flowering,Large,47.36,23.96,54.84,6601.9,1
2023-01-04 05:25:30.119757,Flowering,Small,51.76,21.73,58.25,3276.93,0
2023-01-04 05:41:12.214099,Tropical,Large,63.08,25.9,60.78,7250.8,0
2023-01-04 06:00:39.753957,Flowering,Small,81.17,21.92,63.14,3803.34,0
2023-01-04 06:15:33.193652,Tropical,Medium,58.93,22.83,70.63,5281.59,0
2023-01-04 06:33:28.399215,Herb,Medium,67.84,21.15,48.05,9077.31,0
2023-01-04 06:49:42.287119,Succulent,Small,32.8,23.03,48.94,11665.53,0
2023-01-04 07:01:08.974283,Fern,Large,74.89,19.35,70.27,2932.52,0
2023-01-04 07:11:40.088749,Succulent,Large,10.09,28.65,36.43,16217.17,1
2023-01-04 07:25:51.010684,Herb,Medium,45.88,20.92,48.96,3235.31,1
2023-01-04 07:42:45.065640,Herb,Small,61.44,19.27,57.49,8453.8,0
2023-01-04 08:00:34.888119,Flowering,Small,41.78,22.19,57.19,7738.94,1
2023-01-04 08:18:51.505691,Fern,Small,90.75,23.38,65.76,3791.49,0
2023-01-04 08:30:19.072149,Flowering,Small,55.19,18.93,52.69,5935.1,1
